"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg19946437",-0.446207446272354,0.580755579954111,-9.41166801793973,3.14391361910328e-18,1.57973520955213e-16,30.5489914234466,0.492919468483175,0.939126914755528,0.446207446272353,"5",155877178,"R","II","SGCD","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg01718785",-0.428929424064125,0.563634871990616,-9.4110602919237,3.15740566719008e-18,1.58612817806386e-16,30.5447592137727,0.479199945993741,0.908129370057866,0.428929424064125,"7",157916279,"F","II","PTPRN2","Body","shelf","Body-shelf","chr7:157918704-157919409",NA,NA,"","",""
"cg06887224",-0.434212307545892,0.576682935150367,-9.4039520676209,3.31954878256935e-18,1.65969794107029e-16,30.4952671923639,0.491208071460231,0.925420379006123,0.434212307545892,"5",7399037,"R","II","ADCY2","Body","shelf","Body-shelf","chr5:7394986-7397022",NA,NA,"","",""
"cg18022346",-0.446818155634277,0.600436887687,-9.40056331944464,3.39973269151157e-18,1.69588238036931e-16,30.4716788607021,0.512480557837732,0.959298713472009,0.446818155634277,"7",3920534,"F","II","SDK1","Body","opensea","Body-opensea","",NA,NA,"","rs1962783",""
"cg13071778",-0.440825503459642,0.597472981569517,-9.3979989234966,3.46168672669841e-18,1.72324402934502e-16,30.4538313740661,0.510696307660139,0.95152181111978,0.440825503459641,"7",157730162,"R","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg02408311",-0.440592763074252,0.603549570065427,-9.39736625495402,3.47714318798296e-18,1.72926874767591e-16,30.4494285352392,0.516818711192543,0.957411474266795,0.440592763074252,"11",5364676,"F","II","OR51B5","1stExon","opensea","1stExon-opensea","",NA,TRUE,"","",""
"cg09417355",-0.4392116697656,0.510372905690817,-9.39665667870395,3.49456009644632e-18,1.73709284543537e-16,30.4444906529299,0.423913915579479,0.863125585345079,0.4392116697656,"1",152814273,"R","II","LCE6A","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg17983265",-0.425813231378855,0.614067478252755,-9.3941888679298,3.55581107868826e-18,1.76392604876538e-16,30.4273187558728,0.530245976012823,0.956059207391678,0.425813231378855,"10",11357768,"F","I","CUGBP2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg09700512",-0.442638722958968,0.588348558675461,-9.39222256561197,3.60537678442374e-18,1.78636567137044e-16,30.4136380815389,0.501214951793774,0.943853674752743,0.442638722958968,"7",141618194,"F","II","OR9A4","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs73529454",""
"cg14228756",-0.407540480539977,0.581278675484655,-9.39194295066702,3.61248069454095e-18,1.78889654386864e-16,30.4116927543404,0.501054171441352,0.908594651981328,0.407540480539976,"9",137609455,"R","II","COL5A1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg11121969",-0.423286476063662,0.59028724458683,-9.39021328950168,3.65673450505112e-18,1.80855336376258e-16,30.3996598352015,0.50696313512548,0.930249611189141,0.423286476063661,"21",47268670,"R","II","PCBP3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg18972751",-0.410537292913007,0.565892723612559,-9.39002921596385,3.6614756499454e-18,1.81046408243242e-16,30.3983793337822,0.485078295873778,0.895615588786785,0.410537292913007,"1",158261555,"R","II","CD1C","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19530845",-0.420154345089681,0.586479185122993,-9.38890340085627,3.69060616746879e-18,1.82333803157707e-16,30.3905479010461,0.503771636876992,0.923925981966673,0.420154345089681,"11",6943061,"R","II","OR2D3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg20299690",-0.409511722266629,0.609010205655356,-9.3885482288644,3.69984392651797e-18,1.82742585552902e-16,30.3880773353777,0.528397661902082,0.937909384168711,0.409511722266629,"18",22927454,"F","II","ZNF521","Body","shelf","Body-shelf","chr18:22930018-22930904",NA,NA,"","",""
"cg25913882",-0.43735033520991,0.514048916277,-9.38433036268542,3.81131866890428e-18,1.87757856905327e-16,30.3587414202632,0.427956330605758,0.865306665815668,0.43735033520991,"10",17067842,"R","II","CUBN","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg16984522",-0.400913010365783,0.571221576249073,-9.38271677311658,3.85484102018079e-18,1.89765924196824e-16,30.3475203303452,0.492301692318801,0.893214702684583,0.400913010365782,"11",106829614,"R","II","GUCY1A2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg02340223",-0.443165327540791,0.570049161346591,-9.37742321169776,4.00111565277514e-18,1.9652109854398e-16,30.3107148069889,0.482811892145648,0.925977219686439,0.443165327540791,"19",30938840,"R","II","ZNF536","Body","shelf","Body-shelf","chr19:30941853-30942181",NA,NA,"","",""
"cg23971226",-0.419175273212781,0.592419477046522,-9.376870106428,4.0167138224569e-18,1.97263737849845e-16,30.3068697066531,0.509904659484951,0.929079932697731,0.41917527321278,"11",133770764,"F","II","LOC283174","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg21053935",-0.440115872883853,0.608475631492158,-9.37669765187425,4.02158956551523e-18,1.97479676853963e-16,30.3056708522113,0.521838648641006,0.961954521524859,0.440115872883852,"7",4030038,"F","I","SDK1","Body","opensea","Body-opensea","",NA,NA,"","rs73296671",""
"cg13831106",-0.448006650608465,0.600501072579393,-9.3766129804592,4.02398559937503e-18,1.97537866653753e-16,30.3050822447805,0.512310787026545,0.96031743763501,0.448006650608465,"2",2119853,"F","I","MYT1L","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg21186722",-0.417351806551409,0.581232605514421,-9.37660661011822,4.02416592477223e-18,1.97537866653753e-16,30.3050379603987,0.499076738083041,0.91642854463445,0.417351806551409,"18",2905298,"R","II","EMILIN2","Body","shore","Body-shore","chr18:2905950-2907348",NA,NA,"","",""
"cg03146012",-0.400387665056638,0.634662251121503,-9.37547353493474,4.0563678877131e-18,1.98997940377235e-16,30.297161448622,0.555845781622165,0.956233446678802,0.400387665056638,"7",131831483,"F","II","PLXNA4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg00111333",-0.402957845655056,0.600262511285206,-9.37467402677196,4.07924373138032e-18,2.00025027765512e-16,30.2916039861004,0.520940100723187,0.923897946378243,0.402957845655055,"1",198828249,"R","II","MIR181B1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg14758105",-0.408042378372052,0.537198319739664,-9.37010901850423,4.21233486356303e-18,2.05963501287025e-16,30.2598765241894,0.45687501691052,0.864917395282572,0.408042378372051,"19",9203303,"R","II","OR1M1","TSS1500","shore","TSS1500-shore","chr19:9204246-9204490",NA,NA,"","",""
"cg10538533",-0.448031278636987,0.590558093366917,-9.36920078695799,4.23932381199239e-18,2.071848963619e-16,30.2535650731568,0.502362959776959,0.950394238413945,0.448031278636986,"12",53074328,"F","II","KRT1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg04358834",-0.473172662466517,0.581522139504483,-9.3688695969555,4.24920809587947e-18,2.07643360336033e-16,30.2512636525195,0.4883779146095,0.961550577076016,0.473172662466516,"7",4030413,"R","II","SDK1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12779445",-0.44128921003402,0.565814466395235,-9.36849286220378,4.26047947471757e-18,2.0814483408871e-16,30.2486457916816,0.478946511664129,0.920235721698149,0.44128921003402,"7",157367462,"F","II","MIR153-2","TSS1500","shore","TSS1500-shore","chr7:157369120-157369394",NA,NA,"","",""
"cg24696967",-0.421719484341656,0.572547689347439,-9.36626626412792,4.32770502553815e-18,2.11154021367282e-16,30.2331746059567,0.489532042823491,0.911251527165146,0.421719484341655,"6",165747029,"R","II","PDE10A","Body","shore","Body-shore","chr6:165747763-165747970",NA,NA,"","",""
"cg18601422",-0.444792894211034,0.563286863023756,-9.3622185317668,4.45262326683038e-18,2.16710619200644e-16,30.2050540841521,0.475729206683001,0.920522100894035,0.444792894211034,"10",1208077,"R","II","NCRNA00200","Body","shore","Body-shore","chr10:1209314-1209521",NA,NA,"","",""
"cg02913918",-0.431734010416576,0.585021564216628,-9.36128016538899,4.48208989787765e-18,2.17913357280348e-16,30.1985358761916,0.500034554292105,0.931768564708681,0.431734010416576,"1",181767609,"F","II","CACNA1E","Body","island","Body-island","chr1:181767493-181767893",NA,NA,"","",""
"cg06830441",-0.424717889037251,0.625403776817688,-9.36085323147826,4.4955605100948e-18,2.18465279779031e-16,30.1955703542927,0.541797893148938,0.966515782186189,0.424717889037251,"7",2959121,"R","I","CARD11","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg18613344",-0.410368692350535,0.582752982292003,-9.36002979550538,4.5216551883377e-18,2.19629869729242e-16,30.1898508773446,0.501971743640323,0.912340435990858,0.410368692350535,"12",130918557,"R","II","RIMBP2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08755784",-0.447478736539388,0.574848058829793,-9.35995419707306,4.52405842644962e-18,2.19720728105542e-16,30.1893257928474,0.486761693369284,0.934240429908672,0.447478736539388,"16",27829728,"F","I","GSG1L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05168573",-0.403037491850009,0.541831841199192,-9.35968341320081,4.53267692875275e-18,2.20087476427177e-16,30.1874450244439,0.46249375225234,0.865531244102348,0.403037491850009,"15",32403459,"R","II","CHRNA7","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07100560",-0.454000196453074,0.595830390321472,-9.35828731857962,4.57737116883566e-18,2.21996312415344e-16,30.1777486651173,0.50646027290945,0.960460469362524,0.454000196453075,"15",25953514,"R","II","ATP10A","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07007122",-0.420534725023094,0.623654941958521,-9.35776202915043,4.59430072252959e-18,2.22738805398417e-16,30.1741005295076,0.540872515772873,0.961407240795967,0.420534725023094,"8",89270978,"R","II","MMP16","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg10542123",-0.432991386402588,0.574859363460523,-9.35555720845664,4.66604066296186e-18,2.2584523805435e-16,30.1587891268218,0.489624838578124,0.922616224980712,0.432991386402587,"10",1686470,"F","II","ADARB2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg17664582",-0.429913947504567,0.58721714899283,-9.35310300192794,4.74720381494543e-18,2.29504380777368e-16,30.1417479121977,0.502588419169096,0.932502366673663,0.429913947504567,"13",36570443,"F","II","DCLK1","Body","opensea","Body-opensea","",NA,TRUE,"","rs9531324",""
"cg18142856",-0.407033686480839,0.553102608900553,-9.3514682401181,4.80204337719261e-18,2.31938132818242e-16,30.1303978555945,0.472977867467317,0.880011553948155,0.407033686480838,"11",7961111,"F","II","OR10A3","TSS200","opensea","TSS200-opensea","",NA,NA,"","rs4758259",""
"cg25209132",-0.418526660471332,0.566413522206514,-9.35041345203254,4.8377605892983e-18,2.33471899571119e-16,30.1230750322521,0.484026384318457,0.902553044789789,0.418526660471332,"20",59969413,"F","II","CDH4","Body","shelf","Body-shelf","chr20:59965576-59965790",NA,NA,"","rs6121730",""
"cg03976172",-0.417997067308511,0.510984211957581,-9.34764429296209,4.93279001412131e-18,2.37640990167574e-16,30.103852159836,0.428701324692127,0.846698392000637,0.41799706730851,"8",106666746,"F","II","ZFPM2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg03436967",-0.431461617410197,0.606690055417567,-9.34492899467225,5.02777036783942e-18,2.41877740739068e-16,30.0850058524573,0.521756666163591,0.953218283573788,0.431461617410197,"7",147207052,"F","II","MIR548I4","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg22862734",-0.467561287473638,0.532409936430594,-9.34438046142317,5.04717724152523e-18,2.42726444649827e-16,30.0811989217771,0.440370312912161,0.907931600385798,0.467561287473637,"13",39263555,"R","II","FREM2","1stExon","shore","1stExon-shore","chr13:39261236-39262299",NA,NA,"","",""
"cg07306108",-0.442938416583656,0.599050955344809,-9.34429089266345,5.05035320269035e-18,2.42850867264971e-16,30.0805773069107,0.511858353655113,0.954796770238769,0.442938416583656,"7",157834946,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg14366428",-0.406700078051817,0.61517679319846,-9.34354055169138,5.0770371203727e-18,2.44020199073462e-16,30.0753699896056,0.535117722715819,0.941817800767635,0.406700078051817,"6",97259243,"F","II","GPR63","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
"cg17609948",-0.408441928935968,0.592146984914737,-9.34336019147539,5.08347200084752e-18,2.44272555263465e-16,30.0741183316824,0.511745030399783,0.92018695933575,0.408441928935967,"10",1668625,"F","II","ADARB2","Body","opensea","Body-opensea","",NA,NA,"","rs12256234",""
"cg03966010",-0.42663564882536,0.597545708827843,-9.3424048844443,5.11769066606551e-18,2.45802301307565e-16,30.0674889183522,0.51356231338978,0.940197962215139,0.426635648825359,"7",157402413,"R","II","PTPRN2","Body","shelf","Body-shelf","chr7:157405009-157406608",NA,NA,"","",""
"cg12449852",-0.404847352213781,0.571454609157629,-9.33968856540796,5.21624270229573e-18,2.50245751258853e-16,30.0486406455998,0.491760248485626,0.896607600699406,0.40484735221378,"1",152785473,"F","II","LCE1B","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs75638401",""
"cg06121507",-0.469764718140193,0.587803467337425,-9.33781525502617,5.28530474912173e-18,2.53233568152222e-16,30.0356434751544,0.495330097624789,0.965094815764982,0.469764718140193,"1",153347819,"F","II","S100A12","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg19961800",-0.450334022459096,0.503382139119278,-9.33210483244034,5.50147830457886e-18,2.62614890932877e-16,29.9960319279689,0.414733709501345,0.865067731960441,0.450334022459096,"14",62550978,"R","I","SYT16","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg13279700",-0.406142747290438,0.509730072891209,-9.32742404482654,5.68520362669445e-18,2.70758397083772e-16,29.9635714295982,0.429780713188367,0.835923460478804,0.406142747290437,"6",32313583,"F","II","C6orf10","Body","opensea","Body-opensea","",NA,NA,"","rs56334610",""
"cg13131878",-0.442955256918822,0.608241333015155,-9.32711583406141,5.69751275333895e-18,2.71313294621335e-16,29.961434315683,0.521045416298851,0.964000673217673,0.442955256918822,"4",183714417,"F","II","ODZ3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg01637734",-0.446636807367884,0.56947385218672,-9.32425433218047,5.81306431111729e-18,2.76432854520864e-16,29.9415944805209,0.481553220815089,0.928190028182973,0.446636807367884,"1",157811303,"F","II","CD5L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg26558591",-0.413860336651783,0.566267067318541,-9.32410732632521,5.81906305494638e-18,2.7668621878586e-16,29.9405753152316,0.484798497111497,0.89865883376328,0.413860336651783,"16",27829801,"F","II","GSG1L","Body","opensea","Body-opensea","",NA,NA,"","rs77428952",""
"cg19809499",0.409814323358885,0.413397438987263,9.31965273754224,6.00378173104929e-18,2.85009309725508e-16,29.9096961521134,0.494069549884681,0.0842552265257957,-0.409814323358886,"1",47882265,"F","I","FOXE3","1stExon","island","1stExon-island","chr1:47881896-47883065",TRUE,TRUE,"","",""
"cg19229692",-0.424341936088907,0.588362782131203,-9.31908742865467,6.02763588297872e-18,2.86108777519786e-16,29.9057779497406,0.504830904948347,0.929172841037254,0.424341936088907,"7",131830279,"F","II","PLXNA4","Body","opensea","Body-opensea","",TRUE,NA,"","rs2122635",""
"cg15204286",-0.418442542658374,0.6070500161945,-9.31124388992624,6.3684822168659e-18,3.00867931885817e-16,29.8514256714662,0.524679436931041,0.943121979589414,0.418442542658374,"1",34669017,"F","II","C1orf94","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08188609",-0.401374896906021,0.603159686894998,-9.30921596076465,6.45967754163157e-18,3.04896927800633e-16,29.8373766379581,0.524148880417435,0.925523777323456,0.401374896906021,"19",54219504,"F","II","MIR521-2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg14189678",-0.44956368960047,0.528698841136351,-9.30894466020311,6.4719757621969e-18,3.05372573137353e-16,29.8354972422068,0.44020205184492,0.889765741445389,0.449563689600469,"7",157690657,"F","I","PTPRN2","Body","island","Body-island","chr7:157690559-157690770",NA,NA,"","",""
"cg14985421",-0.406630419090242,0.531941196116884,-9.30774077435088,6.52682969109619e-18,3.07749569937477e-16,29.8271578174402,0.451895838028254,0.858526257118496,0.406630419090242,"6",13980019,"F","II","RNF182","3'UTR","opensea","3'UTR-opensea","",NA,TRUE,"","",""
"cg21789085",-0.435554876151296,0.566916807465026,-9.30645663024401,6.58584934542628e-18,3.10390507752603e-16,29.8182630158174,0.481177658616346,0.916732534767642,0.435554876151296,"8",2024594,"R","II","MYOM2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg22489491",-0.401893607948188,0.608497578424178,-9.3038930169468,6.70526315075917e-18,3.15549760375162e-16,29.8005075830329,0.529384663473748,0.931278271421935,0.401893607948188,"12",41963894,"F","II","PDZRN4","Body","shelf","Body-shelf","chr12:41967265-41967475",NA,NA,"","rs1868879",""
"cg09780768",-0.409347009465588,0.578610971049985,-9.3006300684317,6.86036605608648e-18,3.22297340681163e-16,29.7779120461259,0.498030851076444,0.907377860542032,0.409347009465587,"19",54498824,"F","I","CACNG6","Body","shelf","Body-shelf","chr19:54496202-54496612",NA,NA,"","",""
"cg11999886",-0.422543494816479,0.591245961889387,-9.3005024542348,6.86650398851604e-18,3.22513313462203e-16,29.7770284112851,0.508068108579057,0.930611603395535,0.422543494816478,"6",65341479,"R","II","EYS","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg22655988",-0.4466765495461,0.472728151245278,-9.29916738245955,6.93104548391186e-18,3.25136423547077e-16,29.7677843717687,0.384799696610219,0.831476246156319,0.4466765495461,"4",5830138,"F","I","CRMP1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg02901136",-0.420800571050194,0.542517510386899,-9.29695612047491,7.03927223020543e-18,3.29875715608653e-16,29.752475014085,0.459682752306152,0.880483323356345,0.420800571050193,"1",153348305,"F","II","S100A12","TSS1500","opensea","TSS1500-opensea","",TRUE,NA,"","rs4323654",""
"cg17349632",-0.400543494854154,0.606226468685024,-9.29675440847215,7.04922781599081e-18,3.30304730065626e-16,29.7510785781786,0.527379324028695,0.927922818882848,0.400543494854153,"7",131830544,"R","II","PLXNA4","Body","opensea","Body-opensea","",TRUE,NA,"","",""
